assayName,sym,dir,log2fc,adjp
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',LRRTM1,down,-1.3,0.000185201
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',TUBB2B,up,1.0,0.00556439
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',GATD1,up,1.0,0.000512434
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',APOE,up,1.1,0.00219117
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',IGF1R,up,1.1,0.00157943
'progressive supranuclear palsy' vs 'normal',IGF1R,up,1.8,0.00787302
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',IGF1R,up,1.9,5.46842e-05
'Pick disease' vs 'normal',IGF1R,up,2.4,2.0549e-06
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',ANKDD1A,up,1.5,0.00209358
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',ANKDD1A,up,2.4,1.0305e-06
'Alzheimers disease' vs 'normal' in 'hippocampus',IGF2R,up,1.1,1.61253e-05
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',SKA2,up,1.5,0.000108522
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',IGFALS,down,-1.3,0.000326834
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',IGFBP5,up,1.9,3.91618e-05
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',IGFBP5,up,1.4,0.00485757
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',IGFBP5,up,1.9,0.00107029
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',LNP1,down,-1.2,0.000104646
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',LNP1,down,-1.2,0.000126639
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',IGFBP6,down,-1.1,0.000188487
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',IGFBP7,up,2.0,0.00108168
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',IGFBP7,up,4.0,3.92041e-07
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',CCN1,up,1.1,0.00813696
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',CYR61,up,1.1,0.00813696
'Alzheimers disease' vs 'normal' in 'hippocampus',RTN4RL2,down,-1.0,0.00551758
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',APP,up,1.4,0.0014714
'Alzheimers disease' vs 'normal' in 'hippocampus',CASTOR3,down,-1.5,1.48729e-05
'Alzheimers disease' vs 'normal' in 'hippocampus',CASTOR3P,down,-1.5,1.48729e-05
'Alzheimers disease' vs 'normal' in 'hippocampus',GATS,down,-1.5,1.48729e-05
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',APRT,down,-1.2,0.000192809
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',LCE1E,up,1.1,0.000895693
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',IK,down,-1.6,1.0305e-06
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',IK,down,-1.9,7.49282e-06
'Alzheimers disease' vs 'normal' in 'hippocampus',IK,down,-1.4,0.000951417
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',IKBKB,up,1.0,0.00874727
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',IKBKB,up,1.6,1.17255e-05
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',IL1R1,up,1.0,0.0025264
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',IL1R1,up,2.1,9.79095e-05
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',SHROOM2,down,-1.0,0.00209823
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',SHROOM2,down,-1.0,0.00169772
'Alzheimers disease' vs 'normal' in 'hippocampus',SHROOM2,down,-1.0,0.000336496
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',IL6R,up,1.1,0.00174133
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',IL6ST,up,1.4,0.00159985
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',IL6ST,down,-1.2,0.00135937
'Alzheimers disease' vs 'normal' in 'hippocampus',IL6ST,down,-1.2,0.00474563
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',AQP1,up,1.4,2.19548e-06
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',AQP1,up,1.2,0.00321969
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',IL13RA1,up,1.2,0.000407608
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',IL13RA1,up,1.2,0.000818747
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',IL13RA1,up,1.2,0.00244146
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',IL13RA2,down,-1.1,0.00639215
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',PEG13,down,-1.5,0.000257462
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',PEG13,down,-1.1,0.000949602
'Pick disease' vs 'normal',IRF2BP2,up,2.1,1.66207e-06
'Alzheimers disease' vs 'normal' in 'hippocampus',IRF2BP2,up,1.3,8.42315e-05
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',IRF2BP2,up,2.8,3.33787e-05
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',IRF2BP2,up,2.5,2.71299e-07
'Pick disease' vs 'normal',ACADSB,down,-1.4,8.50685e-05
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',ACADSB,down,-1.2,0.00095608
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',ILF2,down,-1.8,0.000318492
'Alzheimers disease' vs 'normal' in 'hippocampus',ILF2,down,-1.7,0.00361184
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',AQP4,up,1.7,0.00610085
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',AQP4,up,2.3,7.17491e-06
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',AQP4,up,1.9,0.00539255
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',IMPDH1,down,-1.2,0.00115209
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',IMPDH2,down,-1.7,0.000586961
'Alzheimers disease' vs 'normal' in 'hippocampus',IMPDH2,down,-1.6,0.000978082
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',IMPDH2,down,-1.6,2.9136e-05
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',INHBB,up,1.1,0.00367444
'Pick disease' vs 'normal',INHBB,up,1.1,0.00515835
'Alzheimers disease' vs 'normal' in 'hippocampus',INPP1,down,-1.2,0.00403526
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',INPP1,down,-1.6,0.000214839
'Pick disease' vs 'normal',INPP5B,down,-1.1,9.44265e-06
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',INPP5D,up,1.2,1.51101e-05
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',INPP5D,up,1.0,0.00119491
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',EIF3E,down,-1.4,0.000598116
'Pick disease' vs 'normal',IPP,up,1.0,0.000887812
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',ITGA6,up,1.6,6.62346e-05
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',IREB2,down,-1.0,0.00836866
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',ITGA7,up,2.0,3.61683e-06
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',ITGA7,up,1.1,0.00279114
'Pick disease' vs 'normal',ITGAE,down,-1.2,0.000385704
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',ITGAE,down,-1.5,0.000866193
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',ITGAV,up,1.7,0.000170756
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',ITGB1,up,2.2,2.08607e-06
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',ITGB1,up,1.4,0.00254234
'Alzheimers disease' vs 'normal' in 'hippocampus',ITGB4,up,1.0,0.0010343
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',ITGB5,up,1.3,0.000319409
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',ITGB5,up,1.5,0.000111595
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',ITGB5,up,2.0,7.46195e-06
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',ITGB8,up,1.2,0.000884055
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',ITGB8,up,2.4,3.40786e-05
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',ITGB8,up,1.9,0.00174287
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',ACADVL,down,-1.3,0.000359928
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',ACADVL,up,1.3,0.00892587
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',ITPKA,down,-1.6,0.000170421
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',ITPKB,up,1.0,0.000802815
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',ITPKB,up,2.0,3.90877e-05
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',ITPKB,up,2.2,7.94592e-06
'Pick disease' vs 'normal',ITPKB,up,1.2,0.00856322
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',JAK1,down,-1.1,0.00268689
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',JAK1,down,-2.3,1.38443e-05
'Alzheimers disease' vs 'normal' in 'hippocampus',JAK1,down,-1.7,0.00133218
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',ARCN1,down,-1.2,0.000363122
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',JUN,up,1.0,4.92765e-05
'Alzheimers disease' vs 'normal' in 'hippocampus',JUND,up,1.2,0.00262791
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',JUND,up,1.0,0.00634612
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',JUND,up,1.5,1.03426e-07
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',ANOS1,down,-1.3,0.000726877
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',GSTK1,down,-1.0,0.00231664
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',KARS,down,-1.0,0.000174594
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',KARS1,down,-1.0,0.000174594
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',KCNA1,down,-1.9,0.000653676
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',NDUFS7,down,-1.3,2.18701e-05
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',NDUFS7,down,-1.0,0.0030018
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',NDUFS7,down,-2.6,2.18434e-06
'Alzheimers disease' vs 'normal' in 'hippocampus',NDUFS7,down,-1.1,0.000358005
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',NHLRC2,up,1.4,0.00077202
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',NHLRC2,up,1.5,0.000297953
'Alzheimers disease' vs 'normal' in 'hippocampus',GALNT18,down,-1.9,0.00457986
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',GALNT18,down,-1.4,0.000844619
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',GALNT18,down,-1.5,0.000624556
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',GALNT18,down,-1.5,0.00731368
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',HDDC3,down,-1.3,0.000559884
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',LRRC37A3,down,-1.0,1.1714e-05
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',ATP9B,down,-2.2,0.000107116
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',ATP9B,up,1.1,0.00461526
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',TMEM205,down,-1.3,0.000630703
'Alzheimers disease' vs 'normal' in 'hippocampus',TMEM205,down,-1.2,0.000489152
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',TMEM205,down,-1.9,1.32337e-05
'Pick disease' vs 'normal',ZNF568,up,1.0,5.31365e-05
'Alzheimers disease' vs 'normal' in 'hippocampus',ARF1,down,-1.2,0.000659768
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',ARF1,down,-1.1,0.00246437
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',ARF1,down,-1.1,0.00035289
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',SFT2D2,up,1.2,0.00736805
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',SFT2D2,up,2.1,2.85709e-07
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',SFT2D2,up,1.5,6.51748e-05
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',C1orf95,down,-1.4,9.75949e-06
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',STUM,down,-1.4,9.75949e-06
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',FAM228B,down,-1.0,0.000185679
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',KCNF1,down,-1.4,0.000153369
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',KCNF1,down,-1.0,0.000234291
'Pick disease' vs 'normal',MAST4,up,1.1,0.000135545
'Alzheimers disease' vs 'normal' in 'hippocampus',KCNG1,up,1.4,0.000254977
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',KCNG1,down,-1.7,5.09272e-07
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',KCNJ2,up,1.6,0.000100602
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',KCNJ3,down,-1.2,0.00966077
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',RAB15,down,-1.1,0.0005822
'Pick disease' vs 'normal',RAB15,down,-1.3,0.00174894
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',KCNJ9,down,-1.0,0.00300896
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',KCNJ10,up,1.8,0.000112295
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',KCNJ10,up,2.5,6.54596e-06
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',ARF3,down,-2.1,8.17238e-05
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',ARF3,down,-1.0,0.00166115
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',KCNJ16,up,1.8,8.10416e-05
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',ARF4,down,-1.2,0.000676194
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',KCNN2,down,-1.1,0.00688004
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',KCNN2,down,-2.1,0.0003591
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',KCNN3,up,1.9,2.33862e-05
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',KCNN3,up,1.3,0.000491392
'Pick disease' vs 'normal',KCNN3,up,1.2,0.00205405
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',KCNQ2,down,-2.1,7.56508e-05
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',KCNQ3,down,-1.0,0.00821817
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',KCNQ3,down,-1.3,0.000251664
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',KCNS1,down,-1.0,0.000572471
'Alzheimer's disease' vs 'normal',KCNS1,up,1.2,0.00791983
'Pick disease' vs 'normal',LINC-PINT,down,-1.5,9.23575e-06
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',MALAT1,up,2.5,0.000329967
'Alzheimers disease' vs 'normal' in 'hippocampus',MALAT1,up,1.3,0.000336998
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',MALAT1,up,1.2,0.000980301
'Pick disease' vs 'normal',MALAT1,up,2.1,2.80724e-05
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',MALAT1,up,2.5,0.00316754
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',KIF2A,down,-1.2,0.00552405
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',KIF3C,down,-1.2,0.00716317
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',KIF3C,down,-1.0,0.00402095
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',KIF3C,down,-1.2,0.000367453
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',KIF5A,up,1.0,0.000502806
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',KIF5B,up,1.6,0.00331524
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',KIF5B,up,2.1,5.00914e-05
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',KIF5B,up,1.2,1.12316e-06
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',ACAT1,down,-1.5,0.000213529
'progressive supranuclear palsy' vs 'normal',KIF5C,down,-1.0,0.0048395
'Pick disease' vs 'normal',KIF5C,down,-1.2,0.00025778
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',KIF5C,down,-1.0,0.000781331
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',KLC1,up,2.0,0.00013392
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',KLC1,up,2.6,8.46636e-09
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',KPNA1,down,-1.7,0.00610786
'Pick disease' vs 'normal',KPNB1,up,1.1,7.22129e-06
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',KPNA3,down,-1.5,0.000380487
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',TNPO1,up,1.7,8.68277e-09
'Pick disease' vs 'normal',TNPO1,up,2.0,8.25602e-08
'Alzheimers disease' vs 'normal' in 'hippocampus',TNPO1,up,1.5,2.13935e-05
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',TNPO1,up,1.7,0.000662382
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',TNPO1,up,1.8,0.000896053
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',IPO5,down,-1.5,1.00529e-05
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',IPO5,down,-1.4,0.00192152
'Alzheimers disease' vs 'normal' in 'hippocampus',KRAS,up,1.1,0.00457986
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',KCTD4,down,-1.5,0.00512068
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',KCTD4,down,-1.9,0.00240425
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',ZNF582-AS1,down,-1.3,0.00036142
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',ZNF582-DT,down,-1.3,0.00036142
'Pick disease' vs 'normal',ZNF582-AS1,down,-1.0,1.63835e-06
'Pick disease' vs 'normal',ZNF582-DT,down,-1.0,1.63835e-06
'Alzheimers disease' vs 'normal' in 'hippocampus',RHOA,down,-1.1,0.00496699
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',RHOA,down,-1.7,7.34214e-05
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',CEP85L,up,1.4,1.90282e-05
'Pick disease' vs 'normal',C6orf120,down,-1.0,8.60142e-05
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',C6orf120,down,-1.3,0.000475286
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',ILDR2,up,1.2,0.00877189
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',ILDR2,up,1.2,0.000112609
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',SLC22A25,up,1.0,0.000219961
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',FIBIN,up,1.7,0.000473784
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',FIBIN,up,1.2,0.00624532
'Alzheimers disease' vs 'normal' in 'hippocampus',C11orf96,up,1.0,0.00854085
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',C11orf96,up,2.0,0.00126606
'Alzheimers disease' vs 'normal' in 'superior frontal gyrus',CCDC184,down,-1.1,0.00298795
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',CCDC184,down,-1.0,0.00821525
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',CCDC184,down,-1.3,0.000343116
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',LINC01551,down,-1.2,1.27118e-05
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',RHOB,up,1.4,0.000608996
'Alzheimers disease' vs 'normal' in 'hippocampus',RHOB,up,1.3,8.5603e-05
'Alzheimers disease' vs 'normal' in 'hippocampus',SBK1,up,1.0,0.000196143
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',SHISA6,up,1.4,0.00509069
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',C1QTNF12,down,-1.0,0.000278992
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',DIPK1A,down,-1.9,0.000263026
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',FAM69A,down,-1.9,0.000263026
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',DIPK1A,down,-1.4,0.000360148
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',FAM69A,down,-1.4,0.000360148
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',SLC6A17,down,-1.1,0.000119544
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',SLC6A17,down,-1.0,0.000414215
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',C1orf53,down,-1.1,0.00271443
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',COA6,down,-1.1,0.00024334
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',MIR99AHG,up,1.3,0.00125803
'progressive supranuclear palsy' vs 'normal',MIR99AHG,up,1.1,0.0048395
'Pick disease' vs 'normal',MIR99AHG,up,1.7,1.47358e-05
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',BOLA3,down,-1.1,0.00230255
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',BOLA3,down,-1.2,0.00213827
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',BOLA3,down,-1.0,0.000332691
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',DPP10-AS1,down,-1.5,0.00616588
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',DPP10-AS1,down,-1.3,0.000846877
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',DPP10-AS1,down,-1.3,0.00705197
'Alzheimers disease' vs 'normal' in 'hippocampus',C2orf80,down,-1.0,0.00268994
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',C2orf80,down,-2.4,0.000112971
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',C2orf80,down,-1.5,0.0062315
'Alzheimers disease' vs 'normal' in 'middle temporal gyrus',C2orf80,down,-1.8,0.000561107
'Alzheimer's disease' vs 'normal',VGLL3,down,-1.6,9.511e-07
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',SMIM20,down,-1.3,0.000146253
'Alzheimers disease' vs 'normal' in 'entorhinal cortex',KTN1,up,1.4,0.00181772
'Alzheimers disease' vs 'normal' in 'posterior cingulate cortex',LAMTOR4,down,-1.2,0.000864528
'Alzheimers disease' vs 'normal' in 'hippocampus',LAMTOR4,down,-1.4,7.89481e-05
'Alzheimers disease' vs 'normal' in 'hippocampus',LINC00937,up,1.0,0.000578247
'Pick disease' vs 'normal',RBM12B,up,1.4,2.47286e-05
'Alzheimers disease' vs 'normal' in 'hippocampus',L1CAM,up,1.3,0.000149447
