gene,n_evidence_types,n_sources,evidence_types,sources,pigean_score,de_assays,de_direction,de_contexts,consensus_score,tier
IL20RA,1,1,genetic_association,digcfdekg,1.29,,,,3,C
IL27RA,1,1,genetic_association,digcfdekg,1.29,,,,3,C
LAT2,1,1,genetic_association,digcfdekg,1.29,,,,3,C
MIR21,1,1,genetic_association,digcfdekg,1.29,,,,3,C
NEDD4,1,1,genetic_association,digcfdekg,1.29,,,,3,C
NHLH1,1,1,genetic_association,digcfdekg,1.29,,,,3,C
PRR3,1,1,genetic_association,digcfdekg,1.29,,,,3,C
RRAGA,1,1,genetic_association,digcfdekg,1.29,,,,3,C
SYTL3,1,1,genetic_association,digcfdekg,1.29,,,,3,C
TRIM13,1,1,genetic_association,digcfdekg,1.29,,,,3,C
LY6E,1,1,genetic_association,digcfdekg,1.28,,,,3,C
PSD4,1,1,genetic_association,digcfdekg,1.28,,,,3,C
TREML2,1,1,genetic_association,digcfdekg,1.28,,,,3,C
ACSF3,1,1,genetic_association,digcfdekg,1.27,,,,3,C
CCL21,1,1,genetic_association,digcfdekg,1.27,,,,3,C
GLB1,1,1,genetic_association,digcfdekg,1.27,,,,3,C
KIAA1841,1,1,genetic_association,digcfdekg,1.27,,,,3,C
KL,1,1,genetic_association,digcfdekg,1.27,,,,3,C
NUCB2,1,1,genetic_association,digcfdekg,1.27,,,,3,C
PARP3,1,1,genetic_association,digcfdekg,1.27,,,,3,C
SSH2,1,1,genetic_association,digcfdekg,1.27,,,,3,C
TRADD,1,1,genetic_association,digcfdekg,1.27,,,,3,C
ANKRD44,1,1,genetic_association,digcfdekg,1.26,,,,3,C
BTN3A2,1,1,genetic_association,digcfdekg,1.26,,,,3,C
DIAPH1,1,1,genetic_association,digcfdekg,1.26,,,,3,C
HES1,1,1,genetic_association,digcfdekg,1.26,,,,3,C
RNF115,1,1,genetic_association,digcfdekg,1.26,,,,3,C
TCF4,1,1,genetic_association,digcfdekg,1.26,,,,3,C
NFATC1,1,1,genetic_association,digcfdekg,1.25,,,,3,C
NKX2-3,1,1,genetic_association,digcfdekg,1.25,,,,3,C
NMT1,1,1,genetic_association,digcfdekg,1.25,,,,3,C
AKAP13,1,1,genetic_association,digcfdekg,1.24,,,,3,C
ESR1,1,1,genetic_association,digcfdekg,1.24,,,,3,C
KDELR1,1,1,genetic_association,digcfdekg,1.24,,,,3,C
KRTAP5-7,1,1,genetic_association,digcfdekg,1.24,,,,3,C
PTPN13,1,1,genetic_association,digcfdekg,1.24,,,,3,C
PTPRJ,1,1,genetic_association,digcfdekg,1.24,,,,3,C
RGS13,1,1,genetic_association,digcfdekg,1.24,,,,3,C
SP100,1,1,genetic_association,digcfdekg,1.24,,,,3,C
ETV3,1,1,genetic_association,digcfdekg,1.23,,,,3,C
GGA2,1,1,genetic_association,digcfdekg,1.23,,,,3,C
STIM2,1,1,genetic_association,digcfdekg,1.23,,,,3,C
CXCR2,1,1,genetic_association,digcfdekg,1.22,,,,3,C
METTL21B,1,1,genetic_association,digcfdekg,1.22,,,,3,C
TCF12,1,1,genetic_association,digcfdekg,1.22,,,,3,C
TRAF5,1,1,genetic_association,digcfdekg,1.22,,,,3,C
AMBRA1,1,1,genetic_association,digcfdekg,1.21,,,,3,C
APC,1,1,genetic_association,digcfdekg,1.21,,,,3,C
CHIT1,1,1,genetic_association,digcfdekg,1.21,,,,3,C
CTNNB1,1,1,genetic_association,digcfdekg,1.21,,,,3,C
HES2,1,1,genetic_association,digcfdekg,1.21,,,,3,C
HSD3B2,1,1,genetic_association,digcfdekg,1.21,,,,3,C
NEU1,1,1,genetic_association,digcfdekg,1.21,,,,3,C
RIPK3,1,1,genetic_association,digcfdekg,1.21,,,,3,C
SEMA7A,1,1,genetic_association,digcfdekg,1.21,,,,3,C
ATG5,1,1,genetic_association,digcfdekg,1.2,,,,3,C
EMILIN3,1,1,genetic_association,digcfdekg,1.2,,,,3,C
GBP2,1,1,genetic_association,digcfdekg,1.2,,,,3,C
MSN,1,1,genetic_association,digcfdekg,1.2,,,,3,C
NCR1,1,1,genetic_association,digcfdekg,1.2,,,,3,C
RNF8,1,1,genetic_association,digcfdekg,1.2,,,,3,C
SNRNP40,1,1,genetic_association,digcfdekg,1.2,,,,3,C
SUN2,1,1,genetic_association,digcfdekg,1.2,,,,3,C
ADAM17,1,1,genetic_association,digcfdekg,1.19,,,,3,C
CTSC,1,1,genetic_association,digcfdekg,1.19,,,,3,C
MAP3K3,1,1,genetic_association,digcfdekg,1.19,,,,3,C
RORC,1,1,genetic_association,digcfdekg,1.19,,,,3,C
S1PR4,1,1,genetic_association,digcfdekg,1.19,,,,3,C
SMARCC1,1,1,genetic_association,digcfdekg,1.19,,,,3,C
TMIGD2,1,1,genetic_association,digcfdekg,1.19,,,,3,C
CCR1,1,1,genetic_association,digcfdekg,1.18,,,,3,C
CDKN2B,1,1,genetic_association,digcfdekg,1.18,,,,3,C
LRFN2,1,1,genetic_association,digcfdekg,1.18,,,,3,C
PECAM1,1,1,genetic_association,digcfdekg,1.18,,,,3,C
TMPPE,1,1,genetic_association,digcfdekg,1.18,,,,3,C
VSIR,1,1,genetic_association,digcfdekg,1.18,,,,3,C
ZC3HAV1L,1,1,genetic_association,digcfdekg,1.18,,,,3,C
ACTB,1,1,genetic_association,digcfdekg,1.17,,,,3,C
ACTL6A,1,1,genetic_association,digcfdekg,1.17,,,,3,C
EFNB1,1,1,genetic_association,digcfdekg,1.17,,,,3,C
FBXO7,1,1,genetic_association,digcfdekg,1.17,,,,3,C
PSMB8,1,1,genetic_association,digcfdekg,1.17,,,,3,C
RIMBP2,1,1,genetic_association,digcfdekg,1.17,,,,3,C
SLC44A4,1,1,genetic_association,digcfdekg,1.17,,,,3,C
SOD1,1,1,genetic_association,digcfdekg,1.17,,,,3,C
AIRE,1,1,genetic_association,digcfdekg,1.16,,,,3,C
ENTPD1,1,1,genetic_association,digcfdekg,1.16,,,,3,C
NPY1R,1,1,genetic_association,digcfdekg,1.16,,,,3,C
PPP3CC,1,1,genetic_association,digcfdekg,1.16,,,,3,C
SCIMP,1,1,genetic_association,digcfdekg,1.16,,,,3,C
CREBBP,1,1,genetic_association,digcfdekg,1.15,,,,3,C
DGKA,1,1,genetic_association,digcfdekg,1.15,,,,3,C
DUSP22,1,1,genetic_association,digcfdekg,1.15,,,,3,C
HDAC1,1,1,genetic_association,digcfdekg,1.15,,,,3,C
HDAC2,1,1,genetic_association,digcfdekg,1.15,,,,3,C
MAPKAPK2,1,1,genetic_association,digcfdekg,1.15,,,,3,C
PGLYRP2,1,1,genetic_association,digcfdekg,1.15,,,,3,C
SLC34A1,1,1,genetic_association,digcfdekg,1.15,,,,3,C
SPOCK2,1,1,genetic_association,digcfdekg,1.15,,,,3,C
TAF7,1,1,genetic_association,digcfdekg,1.15,,,,3,C
FCRL4,1,1,genetic_association,digcfdekg,1.14,,,,3,C
GPR55,1,1,genetic_association,digcfdekg,1.14,,,,3,C
HAO2,1,1,genetic_association,digcfdekg,1.14,,,,3,C
KIT,1,1,genetic_association,digcfdekg,1.14,,,,3,C
SGPL1,1,1,genetic_association,digcfdekg,1.14,,,,3,C
VPREB3,1,1,genetic_association,digcfdekg,1.14,,,,3,C
CASP1,1,1,genetic_association,digcfdekg,1.13,,,,3,C
CYTH1,1,1,genetic_association,digcfdekg,1.13,,,,3,C
EPSTI1,1,1,genetic_association,digcfdekg,1.13,,,,3,C
MIF4GD,1,1,genetic_association,digcfdekg,1.13,,,,3,C
NCF1,1,1,genetic_association,digcfdekg,1.13,,,,3,C
SHH,1,1,genetic_association,digcfdekg,1.13,,,,3,C
C4orf32,1,1,genetic_association,digcfdekg,1.12,,,,3,C
FAM102A,1,1,genetic_association,digcfdekg,1.12,,,,3,C
FLII,1,1,genetic_association,digcfdekg,1.12,,,,3,C
GIMAP5,1,1,genetic_association,digcfdekg,1.12,,,,3,C
HMGB1,1,1,genetic_association,digcfdekg,1.12,,,,3,C
IFNAR1,1,1,genetic_association,digcfdekg,1.12,,,,3,C
LPXN,1,1,genetic_association,digcfdekg,1.12,,,,3,C
LRRC31,1,1,genetic_association,digcfdekg,1.12,,,,3,C
SEPT6,1,1,genetic_association,digcfdekg,1.12,,,,3,C
ST6GALNAC3,1,1,genetic_association,digcfdekg,1.12,,,,3,C
TRAF2,1,1,genetic_association,digcfdekg,1.12,,,,3,C
TRMT61A,1,1,genetic_association,digcfdekg,1.12,,,,3,C
TYMP,1,1,genetic_association,digcfdekg,1.12,,,,3,C
ZBTB12,1,1,genetic_association,digcfdekg,1.12,,,,3,C
B3GALT4,1,1,genetic_association,digcfdekg,1.11,,,,3,C
BECN1,1,1,genetic_association,digcfdekg,1.11,,,,3,C
CAMK2G,1,1,genetic_association,digcfdekg,1.11,,,,3,C
LYST,1,1,genetic_association,digcfdekg,1.11,,,,3,C
PLEC,1,1,genetic_association,digcfdekg,1.11,,,,3,C
POU2F2,1,1,genetic_association,digcfdekg,1.11,,,,3,C
RFTN1,1,1,genetic_association,digcfdekg,1.11,,,,3,C
TPD52,1,1,genetic_association,digcfdekg,1.11,,,,3,C
ANXA6,1,1,genetic_association,digcfdekg,1.1,,,,3,C
CXCR6,1,1,genetic_association,digcfdekg,1.1,,,,3,C
FOXO3,1,1,genetic_association,digcfdekg,1.1,,,,3,C
KCNA3,1,1,genetic_association,digcfdekg,1.1,,,,3,C
MAVS,1,1,genetic_association,digcfdekg,1.1,,,,3,C
PPP2R3C,1,1,genetic_association,digcfdekg,1.1,,,,3,C
RARA,1,1,genetic_association,digcfdekg,1.1,,,,3,C
RGS16,1,1,genetic_association,digcfdekg,1.1,,,,3,C
SPPL2A,1,1,genetic_association,digcfdekg,1.1,,,,3,C
VNN1,1,1,genetic_association,digcfdekg,1.1,,,,3,C
ACTRT3,1,1,genetic_association,digcfdekg,1.09,,,,3,C
ARHGAP30,1,1,genetic_association,digcfdekg,1.09,,,,3,C
GIMAP7,1,1,genetic_association,digcfdekg,1.09,,,,3,C
IHH,1,1,genetic_association,digcfdekg,1.09,,,,3,C
IL36B,1,1,genetic_association,digcfdekg,1.09,,,,3,C
SRGN,1,1,genetic_association,digcfdekg,1.09,,,,3,C
UNC93B1,1,1,genetic_association,digcfdekg,1.09,,,,3,C
XRCC6,1,1,genetic_association,digcfdekg,1.09,,,,3,C
AKT1,1,1,genetic_association,digcfdekg,1.08,,,,3,C
CCL4,1,1,genetic_association,digcfdekg,1.08,,,,3,C
HIF1A,1,1,genetic_association,digcfdekg,1.08,,,,3,C
IFT43,1,1,genetic_association,digcfdekg,1.08,,,,3,C
KRAS,1,1,genetic_association,digcfdekg,1.08,,,,3,C
NFAT5,1,1,genetic_association,digcfdekg,1.08,,,,3,C
NUDT7,1,1,genetic_association,digcfdekg,1.08,,,,3,C
ADAM19,1,1,genetic_association,digcfdekg,1.07,,,,3,C
ANK3,1,1,genetic_association,digcfdekg,1.07,,,,3,C
ARFRP1,1,1,genetic_association,digcfdekg,1.07,,,,3,C
CASC3,1,1,genetic_association,digcfdekg,1.07,,,,3,C
FYB,1,1,genetic_association,digcfdekg,1.07,,,,3,C
KCTD20,1,1,genetic_association,digcfdekg,1.07,,,,3,C
MARCHF9,1,1,genetic_association,digcfdekg,1.07,,,,3,C
MYBL2,1,1,genetic_association,digcfdekg,1.07,,,,3,C
RAB3A,1,1,genetic_association,digcfdekg,1.07,,,,3,C
TLR1,1,1,genetic_association,digcfdekg,1.07,,,,3,C
ZC3H12A,1,1,genetic_association,digcfdekg,1.07,,,,3,C
CLEC4D,1,1,genetic_association,digcfdekg,1.06,,,,3,C
CSF1,1,1,genetic_association,digcfdekg,1.06,,,,3,C
IDH1,1,1,genetic_association,digcfdekg,1.06,,,,3,C
LGMN,1,1,genetic_association,digcfdekg,1.06,,,,3,C
LIPG,1,1,genetic_association,digcfdekg,1.06,,,,3,C
RAP1A,1,1,genetic_association,digcfdekg,1.06,,,,3,C
SOCS5,1,1,genetic_association,digcfdekg,1.06,,,,3,C
TRIM10,1,1,genetic_association,digcfdekg,1.06,,,,3,C
YPEL3,1,1,genetic_association,digcfdekg,1.06,,,,3,C
ZC3H12C,1,1,genetic_association,digcfdekg,1.06,,,,3,C
AKNA,1,1,genetic_association,digcfdekg,1.05,,,,3,C
CDH5,1,1,genetic_association,digcfdekg,1.05,,,,3,C
CEACAM19,1,1,genetic_association,digcfdekg,1.05,,,,3,C
CLNK,1,1,genetic_association,digcfdekg,1.05,,,,3,C
ELF1,1,1,genetic_association,digcfdekg,1.05,,,,3,C
ID3,1,1,genetic_association,digcfdekg,1.05,,,,3,C
ITM2A,1,1,genetic_association,digcfdekg,1.05,,,,3,C
NANS,1,1,genetic_association,digcfdekg,1.05,,,,3,C
PIK3R6,1,1,genetic_association,digcfdekg,1.05,,,,3,C
PIM1,1,1,genetic_association,digcfdekg,1.05,,,,3,C
TLR6,1,1,genetic_association,digcfdekg,1.05,,,,3,C
UBXN6,1,1,genetic_association,digcfdekg,1.05,,,,3,C
CLEC4G,1,1,genetic_association,digcfdekg,1.04,,,,3,C
IL5RA,1,1,genetic_association,digcfdekg,1.04,,,,3,C
MSI2,1,1,genetic_association,digcfdekg,1.04,,,,3,C
PRRT2,1,1,genetic_association,digcfdekg,1.04,,,,3,C
RHOQ,1,1,genetic_association,digcfdekg,1.04,,,,3,C
RNF125,1,1,genetic_association,digcfdekg,1.04,,,,3,C
VPS52,1,1,genetic_association,digcfdekg,1.04,,,,3,C
XRCC5,1,1,genetic_association,digcfdekg,1.04,,,,3,C
ZNF184,1,1,genetic_association,digcfdekg,1.04,,,,3,C
ATG7,1,1,genetic_association,digcfdekg,1.03,,,,3,C
CLIC4,1,1,genetic_association,digcfdekg,1.03,,,,3,C
FAM65B,1,1,genetic_association,digcfdekg,1.03,,,,3,C
HIST1H2BK,1,1,genetic_association,digcfdekg,1.03,,,,3,C
HOXA2,1,1,genetic_association,digcfdekg,1.03,,,,3,C
KITLG,1,1,genetic_association,digcfdekg,1.03,,,,3,C
KRTAP5-8,1,1,genetic_association,digcfdekg,1.03,,,,3,C
LINC01215,1,1,genetic_association,digcfdekg,1.03,,,,3,C
MYO1E,1,1,genetic_association,digcfdekg,1.03,,,,3,C
PRNP,1,1,genetic_association,digcfdekg,1.03,,,,3,C
CXCR3,1,1,genetic_association,digcfdekg,1.02,,,,3,C
GGNBP2,1,1,genetic_association,digcfdekg,1.02,,,,3,C
HDGFRP2,1,1,genetic_association,digcfdekg,1.02,,,,3,C
HIST1H2AH,1,1,genetic_association,digcfdekg,1.02,,,,3,C
MEFV,1,1,genetic_association,digcfdekg,1.02,,,,3,C
MT2A,1,1,genetic_association,digcfdekg,1.02,,,,3,C
SH3RF1,1,1,genetic_association,digcfdekg,1.02,,,,3,C
SLC15A4,1,1,genetic_association,digcfdekg,1.02,,,,3,C
TSPAN32,1,1,genetic_association,digcfdekg,1.02,,,,3,C
CFLAR,1,1,genetic_association,digcfdekg,1.01,,,,3,C
KLRB1,1,1,genetic_association,digcfdekg,1.01,,,,3,C
LMBR1L,1,1,genetic_association,digcfdekg,1.01,,,,3,C
MAPK11,1,1,genetic_association,digcfdekg,1.01,,,,3,C
MAPK8,1,1,genetic_association,digcfdekg,1.01,,,,3,C
PTAFR,1,1,genetic_association,digcfdekg,1.01,,,,3,C
RASGRP3,1,1,genetic_association,digcfdekg,1.01,,,,3,C
SCAF11,1,1,genetic_association,digcfdekg,1.01,,,,3,C
VDR,1,1,genetic_association,digcfdekg,1.01,,,,3,C
TSBP1,1,1,curated_disease_gene,spoke-okn,,,,,3,C
BRD10,1,1,curated_disease_gene,spoke-okn,,,,,3,C
IL1A,1,1,curated_disease_gene,spoke-okn,,,,,3,C
MOG,1,1,curated_disease_gene,spoke-okn,,,,,3,C
BTNL2,1,1,curated_disease_gene,spoke-okn,,,,,3,C
ACAN,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
ACSL3,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
ACTA2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
ADAMTS6,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
ADRA1D,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
AIPL1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
ALDH9A1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
ALPI,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
ALPPL2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
ANKH,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
AQP4,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
ARHGAP12,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
ATE1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
ATP6V1G1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
B3GAT1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
BANF2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
BDKRB1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
BDKRB2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
BORA,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
C11orf42,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
C16orf95,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
C19orf12,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
C5orf38,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
C8orf22,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
C9orf152,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
C9orf153,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
C9orf3,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
C9orf91,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
CAB39,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
CBLN4,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
CBX4,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
CCDC167,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
CCDC59,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
CCDC82,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
CCKBR,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
CD34,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
CDC5L,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
CDK17,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
CLRN2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
CLVS2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
CNGA4,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
CNTN4,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
COL4A1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
COL6A5,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
CPEB2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
CTRB1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
CUX1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
DAB1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
DACT1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
DAOA,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
DCHS2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
DGKG,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
DHX15,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
DLG1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
DLGAP3,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
DMRT2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
DNAJC2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
DYNLRB2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
DYRK2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
ECEL1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
EFNA5,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
EFTUD1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
EGLN3,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
ELK3,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
ELOVL6,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
EML6,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
EPHA5,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
ERBB4,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
ERN1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
FAH,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
FAM185A,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
FAM196A,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
FAM64A,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
FAM98A,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
FANCC,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
FER1L6,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
FERD3L,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
FHIP1B,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
FOXD1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
FOXK1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
FSIP2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
GALNTL6,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
GATA6,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
GPM6A,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
GRHL1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
GRHL2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
GRIN2A,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
GRM6,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
GUCY2D,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
HABP2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
HEATR1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
HERC6,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
HHIP,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
HK1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
HKDC1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
HLF,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
IDI1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
INPP4B,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
IRX2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
ISCA1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
ISM1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
ITFG1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
ITGA2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
JRKL,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
KCNS3,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
KCNT1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
KCTD1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
KIRREL3,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
LDHD,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
LGR5,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
LHX1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
LMX1A,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
LNX1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
LOC100505478,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
LPA,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
LRRC7,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
LYPD6B,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
MAGEL2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
MAGI2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
MAML2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
MBD2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
MCMBP,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
MCTP2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
MEIS2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
MESD,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
MOCS2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
MPP7,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
MUC20,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
MUC4,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
MYCN,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
MZT1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
NARS2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
NAT2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
NDN,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
NDUFA4,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
NETO2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
NEURL1B,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
NFIB,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
NMNAT3,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
NOVA1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
NUDT12,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
OR52W1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
PABPC4L,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
PALMD,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
PARP8,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
PDE2A,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
PEX5L,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
PHACTR3,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
PHKB,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
PKNOX2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
PLCL1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
PLEKHA5,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
PLEKHF1,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
PODXL,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
POLR2J2,1,1,genetic_association_mri_endpoint,digcfdekg,,,,,3,C
