sym,goid,goLabel
IL6,GO_0048661,positive regulation of smooth muscle cell proliferation
PIK3CA,GO_0048661,positive regulation of smooth muscle cell proliferation
PPARG,GO_0048662,negative regulation of smooth muscle cell proliferation
PPARD,GO_0048662,negative regulation of smooth muscle cell proliferation
PAX6,GO_0048663,neuron fate commitment
SHH,GO_0048663,neuron fate commitment
XBP1,GO_0048666,neuron development
DRD2,GO_0048678,response to axon injury
TSPO,GO_0048678,response to axon injury
COL1A1,GO_0048706,embryonic skeletal system development
NR3C1,GO_0048708,astrocyte differentiation
EGF,GO_0048731,system development
COL3A1,GO_0048731,system development
COL1A1,GO_0048731,system development
ACTA1,GO_0048741,skeletal muscle fiber development
SHH,GO_0048745,smooth muscle tissue development
SHH,GO_0048754,branching morphogenesis of an epithelial tube
DRD2,GO_0048755,branching morphogenesis of a nerve
CYP1A1,GO_0048771,tissue remodeling
ADORA2A,GO_0048812,neuron projection morphogenesis
TGFB1,GO_0048839,inner ear development
LDLR,GO_0048844,artery morphogenesis
PTEN,GO_0048853,forebrain morphogenesis
ESR1,GO_0048863,stem cell differentiation
FGF2,GO_0048864,stem cell development
SHH,GO_0048864,stem cell development
DRD2,GO_0050482,arachidonate secretion
DRD4,GO_0050482,arachidonate secretion
ACOX1,GO_0050665,hydrogen peroxide biosynthetic process
MYC,GO_0050679,positive regulation of epithelial cell proliferation
TGFB1,GO_0050679,positive regulation of epithelial cell proliferation
TGFB1,GO_0050680,negative regulation of epithelial cell proliferation
DRD2,GO_0050709,negative regulation of protein secretion
DRD4,GO_0050709,negative regulation of protein secretion
TGFB1,GO_0050714,positive regulation of protein secretion
ADORA2A,GO_0050714,positive regulation of protein secretion
SELE,GO_0050727,regulation of inflammatory response
TNFRSF1A,GO_0050728,negative regulation of inflammatory response
AHR,GO_0050728,negative regulation of inflammatory response
RORA,GO_0050728,negative regulation of inflammatory response
CD69,GO_0050728,negative regulation of inflammatory response
NR1H4,GO_0050728,negative regulation of inflammatory response
PPARA,GO_0050728,negative regulation of inflammatory response
TGFB1,GO_0050729,positive regulation of inflammatory response
TNF,GO_0050729,positive regulation of inflammatory response
SERPINE1,GO_0050729,positive regulation of inflammatory response
LDLR,GO_0050729,positive regulation of inflammatory response
LPL,GO_0050729,positive regulation of inflammatory response
CEBPB,GO_0050729,positive regulation of inflammatory response
TNFRSF1A,GO_0050729,positive regulation of inflammatory response
IL2,GO_0050729,positive regulation of inflammatory response
TGFB1,GO_0050765,negative regulation of phagocytosis
TNF,GO_0050768,negative regulation of neurogenesis
IL6,GO_0050768,negative regulation of neurogenesis
PAX6,GO_0050768,negative regulation of neurogenesis
DRD2,GO_0050769,positive regulation of neurogenesis
OPRM1,GO_0050769,positive regulation of neurogenesis
PTEN,GO_0050771,negative regulation of axonogenesis
CD40,GO_0050776,regulation of immune response
COL3A1,GO_0050777,negative regulation of immune response
TNF,GO_0050793,regulation of developmental process
TNFRSF1A,GO_0050793,regulation of developmental process
SHH,GO_0050793,regulation of developmental process
TNF,GO_0050796,regulation of insulin secretion
IL6,GO_0050796,regulation of insulin secretion
IL6R,GO_0050796,regulation of insulin secretion
HNF4A,GO_0050796,regulation of insulin secretion
TNF,GO_0050804,modulation of chemical synaptic transmission
DRD2,GO_0050805,negative regulation of synaptic transmission
TNF,GO_0050806,positive regulation of synaptic transmission
TNF,GO_0050807,regulation of synapse organization
TSPO,GO_0050810,regulation of steroid biosynthetic process
THBD,GO_0050819,negative regulation of coagulation
HSPA1A,GO_0050821,protein stabilization
PTEN,GO_0050821,protein stabilization
SERPINE1,GO_0050829,defense response to Gram-negative bacterium
IL6,GO_0050829,defense response to Gram-negative bacterium
IL6R,GO_0050829,defense response to Gram-negative bacterium
SELP,GO_0050829,defense response to Gram-negative bacterium
IL17A,GO_0050829,defense response to Gram-negative bacterium
IL6,GO_0050830,defense response to Gram-positive bacterium
IL17A,GO_0050830,defense response to Gram-positive bacterium
TGFB1,GO_0050832,defense response to fungus
IL17A,GO_0050832,defense response to fungus
SRC,GO_0050847,progesterone receptor signaling pathway
PGR,GO_0050847,progesterone receptor signaling pathway
PIK3CA,GO_0050852,T cell receptor signaling pathway
CD38,GO_0050853,B cell receptor signaling pathway
EZR,GO_0050860,negative regulation of T cell receptor signaling pathway
DUSP3,GO_0050860,negative regulation of T cell receptor signaling pathway
DUSP3,GO_0050868,negative regulation of T cell activation
CCL2,GO_0050870,positive regulation of T cell activation
PRKAA1,GO_0050870,positive regulation of T cell activation
IL6,GO_0050871,positive regulation of B cell activation
PPARG,GO_0050872,white fat cell differentiation
CEBPB,GO_0050873,brown fat cell differentiation
PPARG,GO_0050873,brown fat cell differentiation
PAX6,GO_0050877,nervous system process
HLA-DRA,GO_0050890,cognition
TNF,GO_0050890,cognition
CHRM1,GO_0050890,cognition
ADORA1,GO_0050890,cognition
SRC,GO_0050900,leukocyte migration
ICAM1,GO_0050900,leukocyte migration
TNF,GO_0050901,leukocyte tethering or rolling
VCAM1,GO_0050901,leukocyte tethering or rolling
SELE,GO_0050901,leukocyte tethering or rolling
SELP,GO_0050901,leukocyte tethering or rolling
HGF,GO_0050918,positive chemotaxis
CCL2,GO_0050918,positive chemotaxis
FGF2,GO_0050918,positive chemotaxis
CXCL8,GO_0050920,regulation of chemotaxis
TGFB1,GO_0050921,positive regulation of chemotaxis
DUSP3,GO_0050922,negative regulation of chemotaxis
F3,GO_0050927,positive regulation of positive chemotaxis
KDR,GO_0050927,positive regulation of positive chemotaxis
CXCL8,GO_0050930,induction of positive chemotaxis
ADORA1,GO_0050965,detection of temperature stimulus involved in sensory perception of pain
TNF,GO_0050966,detection of mechanical stimulus involved in sensory perception of pain
TNF,GO_0050995,negative regulation of lipid catabolic process
ADORA1,GO_0050995,negative regulation of lipid catabolic process
PRKAA1,GO_0050995,negative regulation of lipid catabolic process
ADORA1,GO_0050996,positive regulation of lipid catabolic process
EZR,GO_0051017,actin filament bundle assembly
PEG10,GO_0051028,mRNA transport
HSF1,GO_0051028,mRNA transport
TNF,GO_0051044,positive regulation of membrane protein ectodomain proteolysis
TIMP1,GO_0051045,negative regulation of membrane protein ectodomain proteolysis
TNF,GO_0051046,regulation of secretion
EGF,GO_0051048,negative regulation of secretion
EGF,GO_0051049,regulation of transport
PPARG,GO_0051049,regulation of transport
DRD4,GO_0051049,regulation of transport
TP53,GO_0051053,negative regulation of DNA metabolic process
SRC,GO_0051057,positive regulation of small GTPase mediated signal transduction
PTEN,GO_0051093,negative regulation of developmental process
CD40,GO_0051094,positive regulation of developmental process
TP53,GO_0051097,negative regulation of helicase activity
RARA,GO_0051099,positive regulation of binding
ESR1,GO_0051123,RNA polymerase II preinitiation complex assembly
PTEN,GO_0051129,negative regulation of cellular component organization
TGFB1,GO_0051130,positive regulation of cellular component organization
HSPA1A,GO_0051131,chaperone-mediated protein complex assembly
CASP3,GO_0051146,striated muscle cell differentiation
CDKN1A,GO_0051170,import into nucleus
DRD2,GO_0051209,release of sequestered calcium ion into cytosol
FGF2,GO_0051209,release of sequestered calcium ion into cytosol
DDIT3,GO_0051209,release of sequestered calcium ion into cytosol
HTR2C,GO_0051209,release of sequestered calcium ion into cytosol
COL3A1,GO_0051216,cartilage development
TIMP1,GO_0051216,cartilage development
NFIA,GO_0051216,cartilage development
TNF,GO_0051222,positive regulation of protein transport
IL6,GO_0051223,regulation of protein transport
TNF,GO_0051239,regulation of multicellular organismal process
HGF,GO_0051239,regulation of multicellular organismal process
MMP9,GO_0051239,regulation of multicellular organismal process
TNFRSF1A,GO_0051239,regulation of multicellular organismal process
TGFB1,GO_0051240,positive regulation of multicellular organismal process
DRD2,GO_0051240,positive regulation of multicellular organismal process
CD40,GO_0051240,positive regulation of multicellular organismal process
LDLR,GO_0051241,negative regulation of multicellular organismal process
PPARG,GO_0051241,negative regulation of multicellular organismal process
PTEN,GO_0051241,negative regulation of multicellular organismal process
LDLR,GO_0051246,regulation of protein metabolic process
TGFB1,GO_0051247,positive regulation of protein metabolic process
CSF1,GO_0051247,positive regulation of protein metabolic process
LDLR,GO_0051248,negative regulation of protein metabolic process
IL6,GO_0051251,positive regulation of lymphocyte activation
SLC22A1,GO_0051260,protein homooligomerization
PEG10,GO_0051260,protein homooligomerization
TP53,GO_0051262,protein tetramerization
MYC,GO_0051276,chromosome organization
TGFB1,GO_0051280,negative regulation of release of sequestered calcium ion into cytosol
DRD1,GO_0051281,positive regulation of release of sequestered calcium ion into cytosol
NR3C1,GO_0051301,cell division
CCND1,GO_0051301,cell division
H2AX,GO_0051321,meiotic cell cycle
TNF,GO_0051384,response to glucocorticoid
NR3C1,GO_0051384,response to glucocorticoid
IL6,GO_0051384,response to glucocorticoid
CCND1,GO_0051384,response to glucocorticoid
HMGCS2,GO_0051384,response to glucocorticoid
CASP3,GO_0051384,response to glucocorticoid
FOS,GO_0051412,response to corticosterone
CCND1,GO_0051412,response to corticosterone
FOS,GO_0051450,myoblast proliferation
PGR,GO_0051457,maintenance of protein location in nucleus
DRD2,GO_0051481,negative regulation of cytosolic calcium ion concentration
HIF1A,GO_0051541,elastin metabolic process
PTEN,GO_0051548,negative regulation of keratinocyte migration
MMP9,GO_0051549,positive regulation of keratinocyte migration
UGT1A1,GO_0051552,flavone metabolic process
DRD2,GO_0051580,regulation of neurotransmitter uptake
SLC6A3,GO_0051583,dopamine uptake involved in synaptic transmission
DRD2,GO_0051584,regulation of dopamine uptake involved in synaptic transmission
DRD1,GO_0051584,regulation of dopamine uptake involved in synaptic transmission
DRD2,GO_0051586,positive regulation of dopamine uptake involved in synaptic transmission
DRD4,GO_0051586,positive regulation of dopamine uptake involved in synaptic transmission
COL1A1,GO_0051591,response to cAMP
FOS,GO_0051591,response to cAMP
SREBF1,GO_0051591,response to cAMP
HMGCS2,GO_0051591,response to cAMP
SLC6A3,GO_0051591,response to cAMP
CCND1,GO_0051592,response to calcium ion
CASP3,GO_0051604,protein maturation
IL6,GO_0051607,defense response to virus
SLC22A1,GO_0051610,serotonin uptake
SLC22A1,GO_0051620,norepinephrine uptake
SLC6A2,GO_0051620,norepinephrine uptake
SLC6A3,GO_0051620,norepinephrine uptake
LDLR,GO_0051649,establishment of localization in cell
EZR,GO_0051660,establishment of centrosome localization
TP53,GO_0051726,regulation of cell cycle
CDKN1A,GO_0051726,regulation of cell cycle
DDIT3,GO_0051726,regulation of cell cycle
PTEN,GO_0051726,regulation of cell cycle
TGFB1,GO_0051781,positive regulation of cell division
CAT,GO_0051781,positive regulation of cell division
FGF2,GO_0051781,positive regulation of cell division
SHH,GO_0051781,positive regulation of cell division
MYC,GO_0051782,negative regulation of cell division
TNF,GO_0051798,positive regulation of hair follicle development
DRD2,GO_0051823,regulation of synapse structural plasticity
ADORA2A,GO_0051881,regulation of mitochondrial membrane potential
BAX,GO_0051881,regulation of mitochondrial membrane potential
OPRD1,GO_0051881,regulation of mitochondrial membrane potential
DUSP3,GO_0051893,regulation of focal adhesion assembly
KDR,GO_0051894,positive regulation of focal adhesion assembly
SRC,GO_0051895,negative regulation of focal adhesion assembly
PTEN,GO_0051895,negative regulation of focal adhesion assembly
TGFB1,GO_0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
EGF,GO_0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
TNF,GO_0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
FGF2,GO_0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
SRC,GO_0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
HGF,GO_0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
ADORA1,GO_0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
SELP,GO_0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
KDR,GO_0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
ADRA2C,GO_0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
PIK3CA,GO_0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
DRD2,GO_0051898,negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
MMP3,GO_0051898,negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
DDIT3,GO_0051898,negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
PTEN,GO_0051898,negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
